"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"225","Burns Lake","Lakes District Secondary","091","2007-2008","18","M","Construction trades","NWCC","1",54.2334,-125.7636
"226","Burns Lake","Lakes District Secondary","091","2012-2013","17","M","Precision production","CNC","1",54.2334,-125.7636
"227","Burns Lake","Lakes District Secondary","091","2005-2006","18","M","Construction trades","CNC","2",54.2334,-125.7636
"228","Burns Lake","Lakes District Secondary","091","2008-2009","25","M","Security and protective services","NWCC","1",54.2334,-125.7636
"229","Burns Lake","Lakes District Secondary","091","2012-2013","18","F","Personal and culinary services","NWCC","1",54.2334,-125.7636
"230","Burns Lake","Lakes District Secondary","091","2013-2014","17","M","Parks, recreation, leisure and fitness studies","NWCC","1",54.2334,-125.7636
"231","Burns Lake","Lakes District Secondary","091","2008-2009","18","F","Multidisciplinary/interdisciplinary studies","UNBC","2",54.2334,-125.7636
"232","Burns Lake","Lakes District Secondary","091","2009-2010","19","M","Parks, recreation, leisure and fitness studies","CNC","1",54.2334,-125.7636
"233","Burns Lake","Lakes District Secondary","091","2007-2008","19","M","Construction trades","CNC","1",54.2334,-125.7636
"234","Burns Lake","Lakes District Secondary","091","2004-2005","17","M","Security and protective services","CNC","1",54.2334,-125.7636
"235","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Construction trades","CNC","1",54.2334,-125.7636
"236","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","High school/secondary diploma and certificate programs","CNC","1",54.2334,-125.7636
"237","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Liberal arts and sciences, general studies and humanities","CNC","2",54.2334,-125.7636
"238","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Mechanic and repair technologies/technicians","CNC","3",54.2334,-125.7636
"239","Burns Lake","Lakes District Secondary","091","2005-2006","18","F","High school/secondary diploma and certificate programs","OKAN","1",54.2334,-125.7636
"240","Burns Lake","Lakes District Secondary","091","2005-2006","21","F","High school/secondary diploma and certificate programs","OKAN","1",54.2334,-125.7636
"241","Burns Lake","Lakes District Secondary","091","2005-2006","21","M","Mechanic and repair technologies/technicians","OKAN","1",54.2334,-125.7636
"242","Burns Lake","Lakes District Secondary","091","2006-2007","18","M","Engineering technologies and engineering-related fields","OKAN","1",54.2334,-125.7636
"243","Burns Lake","Lakes District Secondary","091","2011-2012","17","M","Biological and biomedical sciences","UNBC","1",54.2334,-125.7636
"244","Burns Lake","Lakes District Secondary","091","2011-2012","19","F","High school/secondary diploma and certificate programs","CNC","2",54.2334,-125.7636
"245","Burns Lake","Lakes District Secondary","091","2004-2005","19","F","High school/secondary diploma and certificate programs","CNC","1",54.2334,-125.7636
"246","Burns Lake","Lakes District Secondary","091","2005-2006","18","F","Business, management, marketing and related support services","CNC","2",54.2334,-125.7636
"247","Burns Lake","Lakes District Secondary","091","2011-2012","17","F","High school/secondary diploma and certificate programs","TRU","1",54.2334,-125.7636
"248","Burns Lake","Lakes District Secondary","091","2005-2006","20","M","Business, management, marketing and related support services","DOUG","1",54.2334,-125.7636
"249","Burns Lake","Lakes District Secondary","091","2006-2007","18","F","Liberal arts and sciences, general studies and humanities","DOUG","1",54.2334,-125.7636
"250","Burns Lake","Lakes District Secondary","091","2012-2013","17","F","Business, management, marketing and related support services","UNBC","1",54.2334,-125.7636
"251","Burns Lake","Lakes District Secondary","091","2011-2012","19","M","Personal and culinary services","CNC","1",54.2334,-125.7636
"252","Burns Lake","Lakes District Secondary","091","2011-2012","19","M","Parks, recreation, leisure and fitness studies","CNC","2",54.2334,-125.7636
"253","Burns Lake","Lakes District Secondary","091","2009-2010","17","M","Security and protective services","CNC","1",54.2334,-125.7636
"254","Burns Lake","Lakes District Secondary","091","2004-2005","25","M","Area, ethnic, cultural, gender, and group studies","CNC","1",54.2334,-125.7636
"255","Burns Lake","Lakes District Secondary","091","2009-2010","18","F","Health professions and related programs","CNC","2",54.2334,-125.7636
"256","Burns Lake","Lakes District Secondary","091","2005-2006","17","F","Health professions and related programs","CNC","2",54.2334,-125.7636
"257","Burns Lake","Lakes District Secondary","091","2013-2014","17","F","Business, management, marketing and related support services","UNBC","1",54.2334,-125.7636
"258","Burns Lake","Lakes District Secondary","091","2005-2006","17","F","Liberal arts and sciences, general studies and humanities","CNC","1",54.2334,-125.7636
"259","Burns Lake","Lakes District Secondary","091","2007-2008","18","M","Precision production","TRU","1",54.2334,-125.7636
"260","Burns Lake","Lakes District Secondary","091","2011-2012","20","M","Security and protective services","CNC","1",54.2334,-125.7636
"261","Burns Lake","Lakes District Secondary","091","2005-2006","18","F","Health professions and related programs","CNC","1",54.2334,-125.7636
"262","Burns Lake","Lakes District Secondary","091","2011-2012","21","M","Security and protective services","CNC","1",54.2334,-125.7636
"263","Burns Lake","Lakes District Secondary","091","2012-2013","17","F","High school/secondary diploma and certificate programs","CNC","1",54.2334,-125.7636
"264","Burns Lake","Lakes District Secondary","091","2004-2005","(blank)","(blank)","(blank)","no_transfer_yet","14",54.2334,-125.7636
"265","Burns Lake","Lakes District Secondary","091","2005-2006","18","F","Personal and culinary services","CNC","3",54.2334,-125.7636
"266","Burns Lake","Lakes District Secondary","091","2005-2006","18","F","Security and protective services","CNC","1",54.2334,-125.7636
"267","Burns Lake","Lakes District Secondary","091","2009-2010","19","F","Security and protective services","CNC","1",54.2334,-125.7636
"268","Burns Lake","Lakes District Secondary","091","2009-2010","22","F","Health-related knowledge and skills (not for credit)","CAM","1",54.2334,-125.7636
"269","Burns Lake","Lakes District Secondary","091","2010-2011","18","M","Construction trades","CAM","1",54.2334,-125.7636
"270","Burns Lake","Lakes District Secondary","091","2012-2013","18","F","Visual and performing arts","CNC","1",54.2334,-125.7636
"271","Burns Lake","Lakes District Secondary","091","2005-2006","17","M","Liberal arts and sciences, general studies and humanities","UBCV","1",54.2334,-125.7636
"272","Burns Lake","Lakes District Secondary","091","2011-2012","19","F","Health-related knowledge and skills (not for credit)","CNC","1",54.2334,-125.7636
"273","Burns Lake","Lakes District Secondary","091","2011-2012","17","M","Liberal arts and sciences, general studies and humanities","UNBC","1",54.2334,-125.7636
"274","Burns Lake","Lakes District Secondary","091","2011-2012","(blank)","(blank)","(blank)","no_transfer_yet","35",54.2334,-125.7636
"275","Burns Lake","Lakes District Secondary","091","2004-2005","18","F","Education","CNC","1",54.2334,-125.7636
"276","Burns Lake","Lakes District Secondary","091","2005-2006","19","M","Mechanic and repair technologies/technicians","CNC","1",54.2334,-125.7636
"277","Burns Lake","Lakes District Secondary","091","2009-2010","22","M","Security and protective services","CNC","1",54.2334,-125.7636
"278","Burns Lake","Lakes District Secondary","091","2010-2011","17","F","English language and literature/letters","CNC","2",54.2334,-125.7636
"279","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Precision production","CNC","2",54.2334,-125.7636
"280","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Security and protective services","CNC","1",54.2334,-125.7636
"281","Burns Lake","Lakes District Secondary","091","2011-2012","19","F","Area, ethnic, cultural, gender, and group studies","CNC","1",54.2334,-125.7636
"282","Burns Lake","Lakes District Secondary","091","2011-2012","17","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.2334,-125.7636
"283","Burns Lake","Lakes District Secondary","091","2010-2011","18","F","Health professions and related programs","CNC","1",54.2334,-125.7636
"284","Burns Lake","Lakes District Secondary","091","2011-2012","17","F","Social sciences","UNBC","1",54.2334,-125.7636
"285","Burns Lake","Lakes District Secondary","091","2013-2014","17","F","Engineering","UNBC","1",54.2334,-125.7636
"286","Burns Lake","Lakes District Secondary","091","2013-2014","18","F","Biological and biomedical sciences","UNBC","1",54.2334,-125.7636
"287","Burns Lake","Lakes District Secondary","091","2004-2005","24","M","Basic skills (not for credit)","DOUG","1",54.2334,-125.7636
"288","Burns Lake","Lakes District Secondary","091","2009-2010","17","M","High school/secondary diploma and certificate programs","CNC","2",54.2334,-125.7636
"289","Burns Lake","Lakes District Secondary","091","2011-2012","19","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.2334,-125.7636
"290","Burns Lake","Lakes District Secondary","091","2011-2012","18","M","Construction trades","TRU","1",54.2334,-125.7636
"291","Burns Lake","Lakes District Secondary","091","2013-2014","18","F","Liberal arts and sciences, general studies and humanities","TRU","2",54.2334,-125.7636
"292","Burns Lake","Lakes District Secondary","091","2004-2005","23","F","Biological and biomedical sciences","CNC","1",54.2334,-125.7636
"293","Burns Lake","Lakes District Secondary","091","2004-2005","17","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.2334,-125.7636
"294","Burns Lake","Lakes District Secondary","091","2009-2010","18","F","English language and literature/letters","CNC","1",54.2334,-125.7636
"295","Burns Lake","Lakes District Secondary","091","2009-2010","18","F","Family and consumer sciences/human sciences","CNC","2",54.2334,-125.7636
"296","Burns Lake","Lakes District Secondary","091","2013-2014","17","F","Biological and biomedical sciences","UNBC","1",54.2334,-125.7636
"297","Burns Lake","Lakes District Secondary","091","2009-2010","18","F","High school/secondary diploma and certificate programs","CNC","3",54.2334,-125.7636
"298","Burns Lake","Lakes District Secondary","091","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","CNC","4",54.2334,-125.7636
"299","Burns Lake","Lakes District Secondary","091","2007-2008","21","F","High school/secondary diploma and certificate programs","CNC","1",54.2334,-125.7636
"300","Burns Lake","Lakes District Secondary","091","2013-2014","18","F","Visual and performing arts","UVIC","1",54.2334,-125.7636
"301","Burns Lake","Lakes District Secondary","091","2005-2006","18","M","Physical sciences","UVIC","1",54.2334,-125.7636
"302","Burns Lake","Lakes District Secondary","091","2005-2006","20","F","High school/secondary diploma and certificate programs","NWCC","1",54.2334,-125.7636
"303","Burns Lake","Lakes District Secondary","091","2008-2009","18","F","Construction trades","CNC","1",54.2334,-125.7636
"304","Burns Lake","Lakes District Secondary","091","2008-2009","22","F","Biological and biomedical sciences","TRU","1",54.2334,-125.7636
"305","Burns Lake","Lakes District Secondary","091","2006-2007","22","M","English language and literature/letters","TRU","1",54.2334,-125.7636
"306","Burns Lake","Lakes District Secondary","091","2004-2005","18","M","Construction trades","CNC","2",54.2334,-125.7636
"307","Burns Lake","Lakes District Secondary","091","2008-2009","17","F","Liberal arts and sciences, general studies and humanities","UNBC","1",54.2334,-125.7636
"308","Burns Lake","Lakes District Secondary","091","2011-2012","17","M","Health-related knowledge and skills (not for credit)","CNC","1",54.2334,-125.7636
"309","Burns Lake","Lakes District Secondary","091","2010-2011","18","F","Family and consumer sciences/human sciences","COTR","1",54.2334,-125.7636
